ticker,score_type,holding,n,rho,p,spread,verdict,class,class_mean_rho,n_bars,start,end,top_ret,top_dd,top_n,bottom_ret,bottom_dd,bottom_n
CBK.DE,TS,10,7515,0.0066,0.566555,0.4177,neutral,neutral,0.0118,7565,1996-12-17,2026-07-02,0.3142,-5.2095,2441.0,-0.1035,-7.766,2017.0
CBK.DE,TS,15,7510,0.014,0.224513,0.5764,neutral,neutral,0.0118,7565,1996-12-17,2026-07-02,0.3604,-6.5099,2439.0,-0.216,-9.5982,2017.0
CBK.DE,TS,20,7505,0.0169,0.142342,0.5876,neutral,neutral,0.0118,7565,1996-12-17,2026-07-02,0.4425,-7.6129,2436.0,-0.1451,-11.0446,2017.0
CBK.DE,GESAMT,1,7031,0.0147,0.218851,0.0617,neutral,neutral,0.0023,7565,1996-12-17,2026-07-02,0.0752,-1.4203,1833.0,0.0135,-1.8706,2515.0
CBK.DE,GESAMT,5,7027,-0.0096,0.420992,-0.0376,neutral,neutral,0.0023,7565,1996-12-17,2026-07-02,0.0885,-3.6721,1832.0,0.1261,-4.7655,2515.0
CBK.DE,GESAMT,10,7022,-0.0068,0.568787,-0.0787,neutral,neutral,0.0023,7565,1996-12-17,2026-07-02,0.1984,-5.349,1829.0,0.2771,-6.9287,2515.0
CBK.DE,GESAMT,15,7017,0.0123,0.304224,0.1985,neutral,neutral,0.0023,7565,1996-12-17,2026-07-02,0.4886,-6.5832,1827.0,0.2901,-8.5894,2515.0
CBK.DE,GESAMT,20,7012,0.0134,0.26129,0.3089,neutral,neutral,0.0023,7565,1996-12-17,2026-07-02,0.6789,-7.5594,1826.0,0.37,-9.9975,2514.0
CDI.PA,SC,1,8112,0.0072,0.515407,-0.0284,neutral,neutral,-0.0064,8877,1992-01-28,2026-07-02,0.092,-1.1612,4573.0,0.1204,-1.1614,1834.0
CDI.PA,SC,5,8108,0.0079,0.478315,0.0217,neutral,neutral,-0.0064,8877,1992-01-28,2026-07-02,0.4288,-2.8541,4569.0,0.4071,-2.9013,1834.0
CDI.PA,SC,10,8103,-0.0074,0.504521,-0.2027,neutral,neutral,-0.0064,8877,1992-01-28,2026-07-02,0.7544,-4.0997,4565.0,0.9571,-4.0061,1833.0
CDI.PA,SC,15,8098,-0.0084,0.450783,-0.3375,neutral,neutral,-0.0064,8877,1992-01-28,2026-07-02,1.0601,-4.9998,4561.0,1.3976,-4.8489,1833.0
CDI.PA,SC,20,8093,-0.0176,0.11353,-0.4163,neutral,neutral,-0.0064,8877,1992-01-28,2026-07-02,1.4608,-5.725,4560.0,1.8771,-5.5792,1833.0
CDI.PA,TS,1,8836,0.0088,0.409339,0.0308,neutral,neutral,0.0293,8877,1992-01-28,2026-07-02,0.0837,-1.0539,3745.0,0.0529,-1.4379,1769.0
CDI.PA,TS,5,8832,0.0226,0.033512,0.1213,neutral,neutral,0.0293,8877,1992-01-28,2026-07-02,0.5461,-2.4206,3745.0,0.4248,-3.8015,1769.0
CDI.PA,TS,10,8827,0.0304,0.004318,0.5013,funktioniert,neutral,0.0293,8877,1992-01-28,2026-07-02,1.1711,-3.3636,3744.0,0.6698,-5.4993,1768.0
CDI.PA,TS,15,8822,0.0338,0.001497,0.7432,funktioniert,neutral,0.0293,8877,1992-01-28,2026-07-02,1.6834,-4.0686,3744.0,0.9402,-6.7609,1768.0
CDI.PA,TS,20,8817,0.0306,0.004045,0.9435,funktioniert,neutral,0.0293,8877,1992-01-28,2026-07-02,2.1257,-4.6931,3744.0,1.1822,-7.7216,1768.0
CDI.PA,GESAMT,1,8112,0.0088,0.426421,-0.0358,neutral,neutral,0.0133,8877,1992-01-28,2026-07-02,0.092,-1.0173,2121.0,0.1278,-1.2795,1656.0
CDI.PA,GESAMT,5,8108,0.0183,0.100243,0.2145,neutral,neutral,0.0133,8877,1992-01-28,2026-07-02,0.5658,-2.3765,2121.0,0.3513,-3.4114,1656.0
CDI.PA,GESAMT,10,8103,0.0113,0.31068,0.366,neutral,neutral,0.0133,8877,1992-01-28,2026-07-02,1.1159,-3.3392,2121.0,0.7499,-4.8335,1656.0
CDI.PA,GESAMT,15,8098,0.0142,0.202556,0.3946,neutral,neutral,0.0133,8877,1992-01-28,2026-07-02,1.5506,-4.0633,2121.0,1.156,-5.9074,1656.0
CDI.PA,GESAMT,20,8093,0.0093,0.402959,0.5831,neutral,neutral,0.0133,8877,1992-01-28,2026-07-02,1.9426,-4.6948,2121.0,1.3595,-6.7887,1656.0
CEG,SC,1,374,-0.0618,0.232881,-0.3166,neutral,neutral,0.0101,1116,2022-01-20,2026-07-02,-0.1509,-2.2912,202.0,0.1657,-2.0865,122.0
CEG,SC,5,370,0.0051,0.922418,-0.0975,neutral,neutral,0.0101,1116,2022-01-20,2026-07-02,0.3807,-5.5557,200.0,0.4782,-5.5426,121.0
CEG,SC,10,365,-0.0048,0.927555,0.209,neutral,neutral,0.0101,1116,2022-01-20,2026-07-02,0.6134,-8.1561,198.0,0.4044,-8.0441,119.0
CEG,SC,15,360,0.0452,0.392917,1.8771,neutral,neutral,0.0101,1116,2022-01-20,2026-07-02,1.1739,-9.8088,197.0,-0.7032,-10.1389,116.0
CEG,SC,20,355,-0.005,0.924502,-0.1751,neutral,neutral,0.0101,1116,2022-01-20,2026-07-02,0.6084,-11.4343,194.0,0.7835,-11.3378,116.0
CEG,TS,1,1075,-0.0206,0.499413,-0.2122,neutral,fade,-0.1132,1116,2022-01-20,2026-07-02,0.0755,-1.6324,431.0,0.2877,-1.7847,417.0
CEG,TS,5,1071,-0.0791,0.009562,-1.4666,invers,fade,-0.1132,1116,2022-01-20,2026-07-02,0.34,-4.0252,431.0,1.8066,-4.3233,413.0
CEG,TS,10,1066,-0.1262,3.6e-05,-3.6345,invers,fade,-0.1132,1116,2022-01-20,2026-07-02,0.3122,-5.9579,430.0,3.9467,-5.9843,411.0
CEG,TS,15,1061,-0.1006,0.001029,-5.0055,invers,fade,-0.1132,1116,2022-01-20,2026-07-02,0.6513,-7.3232,430.0,5.6568,-7.2082,407.0
CEG,TS,20,1056,-0.1469,2e-06,-6.4548,invers,fade,-0.1132,1116,2022-01-20,2026-07-02,0.9914,-8.3496,430.0,7.4462,-8.0102,402.0
CEG,GESAMT,1,374,-0.0198,0.702715,-0.308,neutral,fade,-0.1194,1116,2022-01-20,2026-07-02,-0.0915,-2.0119,78.0,0.2165,-1.868,94.0
CEG,GESAMT,5,370,-0.0483,0.353993,-0.9302,neutral,fade,-0.1194,1116,2022-01-20,2026-07-02,-0.2098,-5.1785,78.0,0.7204,-5.4406,92.0
CEG,GESAMT,10,365,-0.1333,0.010809,-2.9831,invers,fade,-0.1194,1116,2022-01-20,2026-07-02,-1.2497,-8.043,77.0,1.7334,-7.4972,90.0
CEG,GESAMT,15,360,-0.0968,0.066636,-3.3865,neutral,fade,-0.1194,1116,2022-01-20,2026-07-02,-2.2145,-10.2562,77.0,1.172,-9.6655,87.0
CEG,GESAMT,20,355,-0.1992,0.000158,-8.0928,invers,fade,-0.1194,1116,2022-01-20,2026-07-02,-4.7627,-11.9334,77.0,3.3301,-11.1328,84.0
CFR.SW,SC,1,7245,-0.0077,0.512272,-0.0275,neutral,neutral,-0.0081,7963,1995-04-04,2026-07-02,0.0533,-1.2923,2764.0,0.0808,-1.2847,1888.0
CFR.SW,SC,5,7241,-0.0042,0.721416,-0.0397,neutral,neutral,-0.0081,7963,1995-04-04,2026-07-02,0.291,-3.2376,2762.0,0.3307,-3.2765,1888.0
CFR.SW,SC,10,7236,-0.0074,0.530834,-0.1368,neutral,neutral,-0.0081,7963,1995-04-04,2026-07-02,0.5449,-4.6484,2760.0,0.6817,-4.589,1887.0
CFR.SW,SC,15,7231,-0.0072,0.537849,-0.2354,neutral,neutral,-0.0081,7963,1995-04-04,2026-07-02,0.7924,-5.6873,2758.0,1.0278,-5.5155,1886.0
CFR.SW,SC,20,7226,-0.0135,0.250807,-0.3538,neutral,neutral,-0.0081,7963,1995-04-04,2026-07-02,1.1183,-6.5167,2757.0,1.4721,-6.2589,1885.0
CFR.SW,TS,1,7922,-0.0135,0.228747,-0.0719,neutral,neutral,-0.0383,7963,1995-04-04,2026-07-02,0.0388,-1.0548,3035.0,0.1107,-1.5068,1671.0
CFR.SW,TS,5,7918,-0.0461,4.1e-05,-0.4066,invers,neutral,-0.0383,7963,1995-04-04,2026-07-02,0.1617,-2.7214,3031.0,0.5683,-4.0046,1671.0
CFR.SW,TS,10,7913,-0.0354,0.001632,-0.5184,invers,neutral,-0.0383,7963,1995-04-04,2026-07-02,0.5124,-3.8498,3026.0,1.0308,-5.681,1671.0
CFR.SW,TS,15,7908,-0.0355,0.001596,-0.6201,invers,neutral,-0.0383,7963,1995-04-04,2026-07-02,0.799,-4.7172,3021.0,1.4191,-6.8143,1671.0
CFR.SW,TS,20,7903,-0.0362,0.001286,-0.6569,invers,neutral,-0.0383,7963,1995-04-04,2026-07-02,1.1699,-5.459,3016.0,1.8268,-7.7377,1671.0
CFR.SW,GESAMT,1,7245,-0.0117,0.320741,-0.0465,neutral,neutral,-0.0236,7963,1995-04-04,2026-07-02,0.0654,-1.0872,2432.0,0.1119,-1.3797,2239.0
CFR.SW,GESAMT,5,7241,-0.0306,0.009182,-0.149,invers,neutral,-0.0236,7963,1995-04-04,2026-07-02,0.2431,-2.7676,2429.0,0.3921,-3.5793,2239.0
CFR.SW,GESAMT,10,7236,-0.0209,0.075523,-0.1251,neutral,neutral,-0.0236,7963,1995-04-04,2026-07-02,0.64,-3.9047,2425.0,0.7651,-5.0757,2239.0
CFR.SW,GESAMT,15,7231,-0.0183,0.119962,-0.1282,neutral,neutral,-0.0236,7963,1995-04-04,2026-07-02,0.9752,-4.7823,2421.0,1.1034,-6.1421,2238.0
CFR.SW,GESAMT,20,7226,-0.0246,0.03631,-0.2484,neutral,neutral,-0.0236,7963,1995-04-04,2026-07-02,1.2431,-5.4983,2419.0,1.4915,-6.9989,2237.0
CMCSA,SC,1,10960,0.0106,0.266845,0.0429,neutral,neutral,-0.0088,11667,1980-03-18,2026-07-02,0.1005,-1.3047,3169.0,0.0576,-1.2807,2831.0
CMCSA,SC,5,10956,0.0038,0.692423,-0.0246,neutral,neutral,-0.0088,11667,1980-03-18,2026-07-02,0.3234,-3.0966,3167.0,0.348,-3.0851,2831.0
CMCSA,SC,10,10951,-0.0127,0.185178,-0.1293,neutral,neutral,-0.0088,11667,1980-03-18,2026-07-02,0.5339,-4.4333,3166.0,0.6632,-4.364,2830.0
CMCSA,SC,15,10946,-0.003,0.755791,-0.0453,neutral,neutral,-0.0088,11667,1980-03-18,2026-07-02,0.8046,-5.3683,3163.0,0.8499,-5.3374,2828.0
CMCSA,SC,20,10941,-0.0233,0.014898,-0.4206,neutral,neutral,-0.0088,11667,1980-03-18,2026-07-02,0.9216,-6.1842,3161.0,1.3422,-6.1206,2825.0
CMCSA,TS,1,11626,-0.0124,0.180795,-0.104,neutral,neutral,-0.007,11667,1980-03-18,2026-07-02,0.0274,-1.1026,4426.0,0.1314,-1.4158,2674.0
CMCSA,TS,5,11622,-0.0175,0.059869,-0.5641,neutral,neutral,-0.007,11667,1980-03-18,2026-07-02,0.148,-2.8151,4426.0,0.7121,-3.5178,2673.0
CMCSA,TS,10,11617,-0.0058,0.530079,-0.6914,neutral,neutral,-0.007,11667,1980-03-18,2026-07-02,0.5492,-3.9864,4426.0,1.2406,-4.8872,2668.0
CMCSA,TS,15,11612,0.0001,0.992282,-0.773,neutral,neutral,-0.007,11667,1980-03-18,2026-07-02,0.8613,-4.8197,4426.0,1.6343,-5.9525,2664.0
CMCSA,TS,20,11607,-0.0047,0.612266,-0.9573,neutral,neutral,-0.007,11667,1980-03-18,2026-07-02,1.1426,-5.5193,4426.0,2.0999,-6.747,2659.0
CMCSA,GESAMT,1,10960,-0.0023,0.813138,-0.0001,neutral,neutral,-0.0187,11667,1980-03-18,2026-07-02,0.0507,-1.181,3127.0,0.0508,-1.4579,3601.0
CMCSA,GESAMT,5,10956,-0.0123,0.197834,-0.3114,neutral,neutral,-0.0187,11667,1980-03-18,2026-07-02,0.1826,-2.8711,3126.0,0.494,-3.4389,3600.0
CMCSA,GESAMT,10,10951,-0.0207,0.030616,-0.4092,neutral,neutral,-0.0187,11667,1980-03-18,2026-07-02,0.5059,-4.0667,3126.0,0.9151,-4.7965,3595.0
CMCSA,GESAMT,15,10946,-0.0129,0.177993,-0.4645,neutral,neutral,-0.0187,11667,1980-03-18,2026-07-02,0.8289,-4.8932,3126.0,1.2934,-5.8372,3592.0
CMCSA,GESAMT,20,10941,-0.029,0.002413,-0.8049,neutral,neutral,-0.0187,11667,1980-03-18,2026-07-02,0.957,-5.6346,3126.0,1.7619,-6.6301,3588.0
CME,SC,1,5407,-0.0085,0.531623,-0.0615,neutral,neutral,-0.0008,5928,2002-12-09,2026-07-02,0.0398,-1.1884,2597.0,0.1013,-1.2005,1644.0
CME,SC,5,5403,-0.0015,0.911256,0.032,neutral,neutral,-0.0008,5928,2002-12-09,2026-07-02,0.3697,-2.738,2595.0,0.3377,-2.9035,1644.0
CME,SC,10,5398,0.0,0.998888,-0.0504,neutral,neutral,-0.0008,5928,2002-12-09,2026-07-02,0.6272,-3.8317,2593.0,0.6776,-4.047,1642.0
CME,SC,15,5393,0.0055,0.684639,0.0501,neutral,neutral,-0.0008,5928,2002-12-09,2026-07-02,0.9998,-4.6225,2592.0,0.9497,-4.9055,1641.0
CME,SC,20,5388,-0.007,0.608889,-0.0658,neutral,neutral,-0.0008,5928,2002-12-09,2026-07-02,1.2825,-5.2276,2589.0,1.3483,-5.5785,1640.0
CME,TS,1,5887,-0.021,0.107545,-0.0542,neutral,neutral,-0.0456,5928,2002-12-09,2026-07-02,0.0628,-1.0186,2428.0,0.117,-1.3062,2163.0
CME,TS,5,5883,-0.0499,0.000128,-0.1944,invers,neutral,-0.0456,5928,2002-12-09,2026-07-02,0.3543,-2.417,2428.0,0.5487,-3.1213,2159.0
CME,TS,10,5878,-0.0607,3e-06,-0.3376,invers,neutral,-0.0456,5928,2002-12-09,2026-07-02,0.6702,-3.5127,2428.0,1.0078,-4.3083,2154.0
CME,TS,15,5873,-0.0425,0.001127,-0.2634,invers,neutral,-0.0456,5928,2002-12-09,2026-07-02,1.2117,-4.2188,2428.0,1.4751,-5.0819,2149.0
CME,TS,20,5868,-0.0292,0.025166,-0.2972,neutral,neutral,-0.0456,5928,2002-12-09,2026-07-02,1.6622,-4.7701,2428.0,1.9594,-5.7307,2144.0
CME,GESAMT,1,5407,-0.0271,0.046495,-0.1264,neutral,neutral,-0.0413,5928,2002-12-09,2026-07-02,-0.0033,-1.0299,1200.0,0.1231,-1.3231,2028.0
CME,GESAMT,5,5403,-0.0443,0.00114,-0.1917,invers,neutral,-0.0413,5928,2002-12-09,2026-07-02,0.2272,-2.3659,1200.0,0.4189,-3.1735,2024.0
CME,GESAMT,10,5398,-0.0474,0.000493,-0.3952,invers,neutral,-0.0413,5928,2002-12-09,2026-07-02,0.3709,-3.4381,1200.0,0.7661,-4.3936,2019.0
CME,GESAMT,15,5393,-0.0382,0.005052,-0.2676,invers,neutral,-0.0413,5928,2002-12-09,2026-07-02,0.7536,-4.1439,1200.0,1.0212,-5.2381,2014.0
CME,GESAMT,20,5388,-0.0353,0.009484,-0.3436,invers,neutral,-0.0413,5928,2002-12-09,2026-07-02,1.1447,-4.6758,1200.0,1.4883,-5.9128,2009.0
CNXT,SC,1,2386,0.036,0.078777,0.1119,neutral,neutral,0.0108,3002,2014-07-25,2026-07-02,0.0175,-0.3667,524.0,-0.0944,-0.5169,726.0
CNXT,SC,5,2382,0.0008,0.968687,-0.2177,neutral,neutral,0.0108,3002,2014-07-25,2026-07-02,0.0402,-2.2715,522.0,0.2579,-2.2726,726.0
CNXT,SC,10,2377,0.0129,0.528226,-0.0482,neutral,neutral,0.0108,3002,2014-07-25,2026-07-02,0.3654,-3.5309,522.0,0.4136,-3.5559,724.0
CNXT,SC,15,2372,0.0133,0.518393,0.089,neutral,neutral,0.0108,3002,2014-07-25,2026-07-02,0.6961,-4.5114,521.0,0.6071,-4.4143,723.0
CNXT,SC,20,2367,0.0162,0.431518,-0.0706,neutral,neutral,0.0108,3002,2014-07-25,2026-07-02,0.8103,-5.3809,520.0,0.8809,-5.2024,721.0
CNXT,TS,1,2961,0.0259,0.15833,0.0805,neutral,neutral,0.0235,3002,2014-07-25,2026-07-02,0.1216,-0.3658,900.0,0.0411,-0.4079,802.0
CNXT,TS,5,2957,0.0081,0.661529,0.1756,neutral,neutral,0.0235,3002,2014-07-25,2026-07-02,0.4532,-2.3546,896.0,0.2776,-2.4426,802.0
CNXT,TS,10,2952,0.0227,0.216933,0.3462,neutral,neutral,0.0235,3002,2014-07-25,2026-07-02,0.8689,-3.695,891.0,0.5227,-3.7119,802.0
CNXT,TS,15,2947,0.0324,0.079043,0.6199,neutral,neutral,0.0235,3002,2014-07-25,2026-07-02,1.35,-4.8764,888.0,0.7301,-4.7312,802.0
CNXT,TS,20,2942,0.0308,0.094616,1.1463,neutral,neutral,0.0235,3002,2014-07-25,2026-07-02,1.8377,-5.8904,887.0,0.6914,-5.5658,802.0
CNXT,GESAMT,1,2386,0.0499,0.014843,0.1864,funktioniert,neutral,0.0377,3002,2014-07-25,2026-07-02,0.138,-0.3318,552.0,-0.0484,-0.4268,668.0
CNXT,GESAMT,5,2382,0.023,0.261095,0.193,neutral,neutral,0.0377,3002,2014-07-25,2026-07-02,0.5574,-2.0754,548.0,0.3644,-2.079,668.0
CNXT,GESAMT,10,2377,0.0396,0.053363,0.2247,neutral,neutral,0.0377,3002,2014-07-25,2026-07-02,0.8598,-3.3423,547.0,0.6351,-3.3989,668.0
CNXT,GESAMT,15,2372,0.0444,0.0306,0.7991,funktioniert,neutral,0.0377,3002,2014-07-25,2026-07-02,1.413,-4.2819,545.0,0.6139,-4.266,667.0
CNXT,GESAMT,20,2367,0.0438,0.033039,0.9272,funktioniert,neutral,0.0377,3002,2014-07-25,2026-07-02,1.7107,-5.1577,544.0,0.7835,-5.0361,666.0
COF,SC,1,7420,-0.0034,0.770567,-0.0093,neutral,neutral,-0.0067,7957,1994-11-17,2026-07-02,0.0616,-1.4975,3980.0,0.0709,-1.5581,2238.0
COF,SC,5,7416,-0.0138,0.233827,-0.2469,neutral,neutral,-0.0067,7957,1994-11-17,2026-07-02,0.3191,-3.7347,3977.0,0.566,-4.0141,2237.0
COF,SC,10,7411,-0.0013,0.907542,0.0298,neutral,neutral,-0.0067,7957,1994-11-17,2026-07-02,0.7552,-5.3083,3973.0,0.7254,-5.7706,2236.0
COF,SC,15,7406,-0.009,0.440318,-0.143,neutral,neutral,-0.0067,7957,1994-11-17,2026-07-02,1.1211,-6.4981,3970.0,1.2641,-6.9909,2234.0
COF,SC,20,7401,-0.0027,0.81643,-0.0588,neutral,neutral,-0.0067,7957,1994-11-17,2026-07-02,1.4985,-7.4401,3967.0,1.5573,-8.0497,2233.0
COF,TS,1,7916,-0.0283,0.011905,-0.2477,neutral,fade,-0.0521,7957,1994-11-17,2026-07-02,0.0385,-1.2169,2943.0,0.2862,-1.8506,1739.0
COF,TS,5,7912,-0.0553,1e-06,-0.9988,invers,fade,-0.0521,7957,1994-11-17,2026-07-02,0.118,-3.1915,2939.0,1.1168,-4.6996,1739.0
COF,TS,10,7907,-0.0579,0.0,-1.2557,invers,fade,-0.0521,7957,1994-11-17,2026-07-02,0.3049,-4.6509,2935.0,1.5606,-6.7056,1739.0
COF,TS,15,7902,-0.0451,6.2e-05,-1.1963,invers,fade,-0.0521,7957,1994-11-17,2026-07-02,0.7491,-5.6821,2935.0,1.9454,-8.1288,1738.0
COF,TS,20,7897,-0.0502,8e-06,-1.2416,invers,fade,-0.0521,7957,1994-11-17,2026-07-02,1.1642,-6.5456,2935.0,2.4058,-9.252,1733.0
COF,GESAMT,1,7420,-0.0219,0.059072,-0.1463,neutral,neutral,-0.0379,7957,1994-11-17,2026-07-02,0.016,-1.2186,1605.0,0.1623,-1.7279,1806.0
COF,GESAMT,5,7416,-0.043,0.000212,-0.7485,invers,neutral,-0.0379,7957,1994-11-17,2026-07-02,0.0492,-3.1147,1602.0,0.7977,-4.433,1806.0
COF,GESAMT,10,7411,-0.0398,0.000603,-0.7974,invers,neutral,-0.0379,7957,1994-11-17,2026-07-02,0.3369,-4.5317,1598.0,1.1343,-6.3999,1805.0
COF,GESAMT,15,7406,-0.0339,0.003505,-0.6757,invers,neutral,-0.0379,7957,1994-11-17,2026-07-02,0.6899,-5.5128,1598.0,1.3656,-7.7694,1803.0
COF,GESAMT,20,7401,-0.0351,0.002549,-0.7309,invers,neutral,-0.0379,7957,1994-11-17,2026-07-02,1.0333,-6.377,1598.0,1.7642,-8.8951,1800.0
CON.DE,SC,1,7031,0.001,0.931658,0.0244,neutral,neutral,-0.0048,7565,1996-12-17,2026-07-02,0.0802,-1.4282,1942.0,0.0558,-1.5344,2563.0
CON.DE,SC,5,7027,-0.0068,0.570319,0.0931,neutral,neutral,-0.0048,7565,1996-12-17,2026-07-02,0.3809,-3.6017,1940.0,0.2878,-3.6845,2563.0
CON.DE,SC,10,7022,-0.0044,0.709695,-0.091,neutral,neutral,-0.0048,7565,1996-12-17,2026-07-02,0.6218,-5.1954,1939.0,0.7128,-5.2296,2560.0
CON.DE,SC,15,7017,0.0024,0.842914,0.211,neutral,neutral,-0.0048,7565,1996-12-17,2026-07-02,1.1203,-6.2837,1937.0,0.9093,-6.3871,2559.0
CON.DE,SC,20,7012,-0.0103,0.386853,-0.0744,neutral,neutral,-0.0048,7565,1996-12-17,2026-07-02,1.2662,-7.2249,1937.0,1.3406,-7.3086,2557.0
CON.DE,TS,1,7524,-0.0047,0.686087,0.0279,neutral,neutral,-0.03,7565,1996-12-17,2026-07-02,0.0756,-1.2525,2891.0,0.0477,-1.772,1607.0
CON.DE,TS,5,7520,-0.025,0.029856,-0.0417,neutral,neutral,-0.03,7565,1996-12-17,2026-07-02,0.3484,-3.0693,2890.0,0.3901,-4.5426,1607.0
CON.DE,TS,10,7515,-0.0463,5.9e-05,0.0266,invers,neutral,-0.03,7565,1996-12-17,2026-07-02,0.6597,-4.4433,2885.0,0.6331,-6.4297,1607.0
CON.DE,TS,15,7510,-0.034,0.003206,0.2478,invers,neutral,-0.03,7565,1996-12-17,2026-07-02,1.1566,-5.4637,2880.0,0.9088,-7.7561,1607.0
CON.DE,TS,20,7505,-0.0145,0.209355,0.6463,neutral,neutral,-0.03,7565,1996-12-17,2026-07-02,1.5101,-6.3074,2880.0,0.8638,-8.9923,1603.0
CON.DE,GESAMT,1,7031,0.002,0.864921,0.0682,neutral,neutral,-0.0168,7565,1996-12-17,2026-07-02,0.1331,-1.2352,1905.0,0.0649,-1.7264,1524.0
CON.DE,GESAMT,5,7027,-0.0173,0.14674,0.0098,neutral,neutral,-0.0168,7565,1996-12-17,2026-07-02,0.4319,-3.036,1902.0,0.4221,-4.2174,1524.0
CON.DE,GESAMT,10,7022,-0.0305,0.01047,-0.1282,invers,neutral,-0.0168,7565,1996-12-17,2026-07-02,0.5905,-4.4231,1901.0,0.7187,-5.97,1524.0
CON.DE,GESAMT,15,7017,-0.0124,0.298213,0.1845,neutral,neutral,-0.0168,7565,1996-12-17,2026-07-02,1.0917,-5.4153,1897.0,0.9072,-7.2837,1524.0
CON.DE,GESAMT,20,7012,-0.007,0.556687,0.2428,neutral,neutral,-0.0168,7565,1996-12-17,2026-07-02,1.4168,-6.2401,1897.0,1.174,-8.3156,1520.0
COP,SC,1,10454,-0.0064,0.511242,-0.006,neutral,neutral,0.0052,11214,1982-01-04,2026-07-02,0.0618,-1.1801,3695.0,0.0678,-1.2353,2793.0
COP,SC,5,10450,0.0163,0.096043,0.163,neutral,neutral,0.0052,11214,1982-01-04,2026-07-02,0.3684,-2.9462,3692.0,0.2054,-2.9733,2793.0
COP,SC,10,10445,0.0004,0.963988,0.086,neutral,neutral,0.0052,11214,1982-01-04,2026-07-02,0.5903,-4.1292,3690.0,0.5043,-4.26,2792.0
COP,SC,15,10440,0.0049,0.614323,0.1684,neutral,neutral,0.0052,11214,1982-01-04,2026-07-02,0.9209,-5.0069,3689.0,0.7525,-5.2336,2790.0
COP,SC,20,10435,-0.0008,0.936558,-0.0263,neutral,neutral,0.0052,11214,1982-01-04,2026-07-02,1.1734,-5.726,3688.0,1.1997,-5.9685,2788.0
COP,TS,1,11173,-0.0263,0.005432,-0.1091,neutral,fade,-0.0614,11214,1982-01-04,2026-07-02,-0.0033,-1.1377,4201.0,0.1058,-1.4121,2310.0
COP,TS,5,11169,-0.0493,0.0,-0.5211,invers,fade,-0.0614,11214,1982-01-04,2026-07-02,0.0643,-2.8663,4201.0,0.5854,-3.4674,2306.0
COP,TS,10,11164,-0.0622,0.0,-1.0386,invers,fade,-0.0614,11214,1982-01-04,2026-07-02,0.2297,-4.1221,4201.0,1.2683,-4.6572,2301.0
COP,TS,15,11159,-0.0664,0.0,-1.4016,invers,fade,-0.0614,11214,1982-01-04,2026-07-02,0.4524,-5.0043,4201.0,1.854,-5.5115,2297.0
COP,TS,20,11154,-0.0677,0.0,-1.3657,invers,fade,-0.0614,11214,1982-01-04,2026-07-02,0.6719,-5.7098,4201.0,2.0376,-6.3407,2297.0
COP,GESAMT,1,10454,-0.0224,0.021812,-0.0815,neutral,neutral,-0.033,11214,1982-01-04,2026-07-02,0.0155,-1.093,3358.0,0.097,-1.2914,3218.0
COP,GESAMT,5,10450,-0.0184,0.059545,-0.1757,neutral,neutral,-0.033,11214,1982-01-04,2026-07-02,0.2164,-2.7641,3358.0,0.3921,-3.1866,3216.0
COP,GESAMT,10,10445,-0.0353,0.000304,-0.4016,invers,neutral,-0.033,11214,1982-01-04,2026-07-02,0.4001,-3.9214,3358.0,0.8017,-4.5126,3213.0
COP,GESAMT,15,10440,-0.0359,0.000248,-0.5155,invers,neutral,-0.033,11214,1982-01-04,2026-07-02,0.6567,-4.783,3358.0,1.1722,-5.459,3209.0
COP,GESAMT,20,10435,-0.0425,1.4e-05,-0.5919,invers,neutral,-0.033,11214,1982-01-04,2026-07-02,0.8919,-5.4622,3357.0,1.4838,-6.2789,3207.0
COST,SC,1,9443,0.0189,0.066431,0.079,neutral,neutral,0.0225,10072,1986-07-10,2026-07-02,0.1086,-1.1073,3676.0,0.0296,-1.2213,2492.0
COST,SC,5,9439,0.0213,0.038452,0.098,neutral,neutral,0.0225,10072,1986-07-10,2026-07-02,0.419,-2.6387,3672.0,0.321,-2.861,2492.0
COST,SC,10,9434,0.0332,0.001262,0.2405,funktioniert,neutral,0.0225,10072,1986-07-10,2026-07-02,0.8322,-3.5634,3671.0,0.5917,-4.1383,2489.0
COST,SC,15,9429,0.0188,0.068302,0.1182,neutral,neutral,0.0225,10072,1986-07-10,2026-07-02,1.1558,-4.3184,3669.0,1.0376,-4.9306,2488.0
COST,SC,20,9424,0.0165,0.108215,0.2349,neutral,neutral,0.0225,10072,1986-07-10,2026-07-02,1.4969,-4.9173,3666.0,1.262,-5.5994,2488.0
COST,TS,1,10031,-0.0101,0.31255,-0.0899,neutral,fade,-0.0505,10072,1986-07-10,2026-07-02,0.0089,-1.0883,4107.0,0.0988,-1.3803,3678.0
COST,TS,5,10027,-0.0372,0.000196,-0.3389,invers,fade,-0.0505,10072,1986-07-10,2026-07-02,0.0963,-2.6076,4107.0,0.4352,-3.2274,3674.0
COST,TS,10,10022,-0.0459,4e-06,-0.4389,invers,fade,-0.0505,10072,1986-07-10,2026-07-02,0.428,-3.6211,4107.0,0.8669,-4.4921,3669.0
COST,TS,15,10017,-0.049,1e-06,-0.5101,invers,fade,-0.0505,10072,1986-07-10,2026-07-02,0.7407,-4.3299,4107.0,1.2508,-5.4001,3664.0
